name,cases,year
FRA,600,2015
GAB,1800,2015
GMB,1200,2015
GEO,100,2015
DEU,500,2015
GHA,17000,2015
GRC,100,2015
GRD,-1,2015
GTM,1200,2015
GIN,4400,2015
GNB,1900,2015
GUY,200,2015
HTI,3600,2015
HND,1000,2015
HUN,-1,2015
ISL,100,2015
IND,98000,2015
IDN,24000,2015
IRN,4700,2015
IRQ,-1,2015
IRL,100,2015
ISR,-1,2015
ITA,730,2015
JAM,810,2015
JPN,-1,2015
JOR,-1,2015
KAZ,500,2015
KEN,35000,2015
KIR,-1,2015
KWT,-1,2015
KGZ,500,2015
LAO,500,2015
LVA,500,2015
LBN,100,2015
LSO,8000,2015
LBR,2400,2015
LBY,100,2015
LTU,100,2015
LUX,100,2015
MDG,1400,2015
MWI,21000,2015
MYS,2700,2015
MDV,-1,2015
MLI,5600,2015
MLT,-1,2015
MHL,-1,2015
MRT,560,2015
MUS,-1,2015
MEX,6500,2015
FSM,-1,2015
MCO,-1,2015
MNG,100,2015
MNE,100,2015
MAR,700,2015
MOZ,-1,2015
MMR,10000,2015
NAM,3100,2015
NRU,-1,2015
NPL,920,2015
NLD,100,2015
NZL,100,2015
NIC,500,2015
NER,1700,2015
NGA,60000,2015
NIU,-1,2015
MKD,-1,2015
NOR,100,2015
OMN,100,2015
PAK,5200,2015
PLW,-1,2015
PAN,-1,2015
PNG,540,2015
PRY,500,2015
PER,1300,2015
PHL,510,2015
POL,-1,2015
PRT,500,2015
QAT,100,2015
KOR,-1,2015
MDA,610,2015
ROU,500,2015
RUS,-1,2015
RWA,3800,2015
KNA,-1,2015
LCA,-1,2015
VCT,-1,2015
WSM,-1,2015
SMR,-1,2015
STP,-1,2015
SAU,-1,2015
SEN,2200,2015
SRB,100,2015
SYC,-1,2015
SLE,4600,2015
SGP,100,2015
SVK,100,2015
SVN,-1,2015
SLB,-1,2015
SOM,750,2015
ZAF,86000,2015
SDS,9400,2015
ESP,920,2015
LKA,500,2015
SDN,2600,2015
SUR,200,2015
SWE,-1,2015
CHE,200,2015
SYR,100,2015
TJK,500,2015
THA,17000,2015
GBR,-1,2015
TLS,100,2015
TGO,4800,2015
TON,-1,2015
TTO,500,2015
TUN,200,2015
TUR,-1,2015
TKM,-1,2015
TUV,-1,2015
UGA,30000,2015
UKR,8200,2015
ARE,-1,2015
TZA,44000,2015
USA,9000,2015
URY,500,2015
UZB,1200,2015
VUT,-1,2015
VEN,2900,2015
VNM,4900,2015
YEM,500,2015
ZMB,24000,2015
ZWE,30000,2015
AFG,500,2014
ALB,100,2014
DZA,200,2014
AND,-1,2014
AGO,15000,2014
ATG,-1,2014
ARG,1300,2014
ARM,-1,2014
AUS,100,2014
AUT,-1,2014
AZE,500,2014
BHS,200,2014
BHR,100,2014
BGD,500,2014
BRB,100,2014
BLR,500,2014
BEL,-1,2014
BLZ,200,2014
BEN,2400,2014
BTN,100,2014
BOL,1100,2014
BIH,-1,2014
BWA,5300,2014
BRA,16000,2014
BRN,-1,2014
BGR,100,2014
BFA,4100,2014
BDI,3600,2014
CPV,100,2014
KHM,2000,2014
CMR,25000,2014
CAN,-1,2014
CAF,6900,2014
TCD,4200,2014
CHL,-1,2014
CHN,-1,2014
COL,4100,2014
COM,100,2014
COG,5700,2014
COK,-1,2014
CRI,200,2014
CIV,24000,2014
HRV,100,2014
CUB,500,2014
CYP,100,2014
CZE,-1,2014
PRK,-1,2014
COD,37000,2014
DNK,100,2014
DJI,690,2014
DMA,-1,2014
DOM,3200,2014
ECU,1100,2014
EGY,500,2014
SLV,510,2014
GNQ,1800,2014
ERI,500,2014
EST,-1,2014
SWZ,3800,2014
ETH,16000,2014
FJI,100,2014
FIN,-1,2014
FRA,570,2014
GAB,1900,2014
GMB,1100,2014
GEO,100,2014
DEU,500,2014
GHA,17000,2014
GRC,100,2014
GRD,-1,2014
GTM,1100,2014
GIN,4100,2014
GNB,2000,2014
GUY,200,2014
HTI,3900,2014
HND,1000,2014
HUN,-1,2014
ISL,100,2014
IND,100000,2014
IDN,23000,2014
IRN,4700,2014
IRQ,-1,2014
IRL,100,2014
ISR,-1,2014
ITA,780,2014
JAM,830,2014
JPN,-1,2014
JOR,-1,2014
KAZ,500,2014
KEN,38000,2014
KIR,-1,2014
KWT,-1,2014
KGZ,500,2014
LAO,500,2014
LVA,500,2014
LBN,100,2014
LSO,8000,2014
LBR,2400,2014
LBY,100,2014
LTU,100,2014
LUX,100,2014
